ISDN,AMOUNT,MONTH_ACTIVE,AMOUNT_TOPUP_AVG_MONTH,AMOUNT_TOPUP_MONTH_CHECK,ARPU_EACH_MONTH,ARPU_AVG,STATUS
HdATABxtqGxIJOaWgUckgA==,50000,25.559737156,363333,360000,354920,354920,1
/RMerYOxqSISRF1NXqD3bw==,40000,43.084826762,196667,170000,209515,209515,0
t8EVVW6H/KFxZEsrtXM+/g==,35000,86.979091995,153333,250000,102522,102522,1
o0B4GAWXM2y9/7yAchE0Pw==,40000,140.559737156,216667,250000,346199,346199,1
JA0+8Ur/99VhwkIqNek7Rg==,40000,46.817801672,190000,230000,204222,204222,1
sSCJaF66GPy1ZLpX1COc1A==,50000,53.65651135,356667,330000,360433,360433,1
TDhxnf3wl34fsgwaOPESGg==,50000,57.333930704,306667,390000,298446,298446,1
iWwIEAOcWPZC0QO4iY+hAw==,15000,41.762246117,56667,110000,88009,88009,0
tnI49PkQdDPvD2iG0S1ziA==,10000,54.407407407,40000,70000,41101,41101,0
rWC57b9FvtkIhwp64Yx5KA==,50000,149.624253285,633333,500000,599183,599183,1
vqbbVq1ZRuleuxGxf2MQ9w==,45000,34.140382317,240000,250000,214066,214066,1
26DVjbqpB/Y0uyT7PVKVbA==,10000,32.084826762,53333,10000,40067,40067,0
q+pWK3Cxe+wKSsHaxJWBOw==,50000,73.591995221,406667,350000,416232,416232,1
sbKcD2lwaUKmBULObxT/Ww==,45000,56.30167264,230000,200000,235596,235596,1
Y7soYMXrvuvpD0T3MmoeTg==,30000,119.052568697,175000,50000,117393,117393,0
8ZznknGhtslMIu5f12vqAw==,25000,142.559737156,103333,100000,96999,96999,1
APKA3RplIfmCxH7/9fLU8Q==,15000,53.21385902,76667,90000,76336,76336,0
zIDUqkhqJqSRr2VGtV8LYQ==,50000,138.430704898,333333,300000,346680,346680,1
0qRsHU+uKVdOpjCiiWoGmA==,20000,76.052568697,80000,150000,47159,47159,0
rNpowopE9BQhz0BuwDwMHA==,35000,60.366188769,153333,250000,144951,144951,1
DsdZm4UlAJUlZ7qlpgrYrA==,25000,26.333930704,100000,100000,105597,105597,1
yyaVh+RuNNhc+ExI1TVh+g==,10000,22.633213859,62500,100000,40368,60552,0
q9onUJTTlzuYxsnJGbCtAw==,30000,23,116667,190000,110713,110713,1
AioKjDa8C5RAuawlKWDyKg==,15000,44.310633213,68333,40000,71344,71344,0
xVOwUv37cFZoWSHwzngHyQ==,40000,131.794504181,180000,90000,195901,195901,0
hTIQxPUslUKVfbJ7k81/Sw==,25000,32.850059737,106667,70000,111378,111378,1
VrvgQuAZ8BxjRk9iziP6Ew==,25000,22.794504181,106667,20000,115616,115616,0
kpZbVeKLNG0WXUSzgJC7MA==,5000,60.85902031,45000,20000,31247,31247,0
pXwSkNce09Sc6UZA78d4xw==,50000,149.688769414,833333,500000,920819,920819,1
OAScfZR4dr52V8QUocj/dg==,25000,131.237156511,150000,200000,831855,831855,1
DSsB9SBA2dStheAy/aErzg==,15000,27.624253285,58333,40000,56992,56992,1
d/K1k9BpiZBDgDlHG45f4Q==,45000,64.979091995,223333,200000,219519,219519,1
nkObp4wytxzrJ/SlNF/CGQ==,25000,86.979091995,113333,110000,120637,120637,1
MYRpn5bDBkKzYfHUVdPXfQ==,20000,87.729988052,83333,50000,85785,85785,0
5RyJiYWjQJyaTmGNSmBm6A==,40000,143.181600955,220000,300000,232211,232211,0
rWw6mL5XdvN6guhAyR5IEg==,50000,55.721027479,473333,300000,415228,415228,1
pGO8xVa6FyZjIWl1EkO8fA==,45000,143.430704898,230000,140000,217401,217401,1
ke5qDqN5us4gktENpn3Ptw==,50000,31.398446833,346667,450000,355044,355044,1
Gdj1TPoSvtr2tRhbz40XMg==,50000,158.398446833,1060000,1000000,944375,944375,1
B4wWQIeMA5BgjEvAq2Hv8A==,5000,25.600955794,36667,20000,36109,36109,0
BKYtl03vpFO/aBrZTrEB2A==,50000,152.269414575,266667,300000,281029,281029,1
8lKib7s0P73wJ4WXh1HQmg==,50000,74.204898446,273333,550000,229546,229546,1
JGfWpiL/MHvG2KmZDGOSnA==,5000,52.891278375,23333,20000,25979,25979,0
kBB6KuFhfMuJq5ZfdGyRQQ==,25000,101.979091995,100000,100000,102664,102664,1
R/5rpyVw94Spur2uD5Mndg==,30000,25.246117084,133333,100000,136650,136650,0
6/ukUk39hCmefF8MYp9IgQ==,20000,31,83333,50000,76459,76459,0
Ny9OD2DSPnjbiH9paNO5HA==,50000,133.94683393,746667,670000,748616,748616,1
1OGcA6u7A9HYGJxMrFqP5g==,50000,73.688769414,710000,550000,471342,471342,1
vQg+ZFy76Xdiaki3phH04w==,50000,50.914575866,313333,150000,302432,302432,1
JgevUm6HrTspT+kqddyvAA==,45000,45.721027479,223333,200000,210680,210680,1
iswqxu1dCv/p6+pR2fudrg==,45000,83.398446833,251667,445000,256659,256659,1
h07jUx6t0sFo4zMvlGmnUQ==,15000,46.988052568,63333,100000,74206,74206,0
vLEcaYbJ/HiIiyV6IE3jZw==,10000,30.117084826,40000,60000,45648,45648,0
Bw0elxCG8AsuqcKmDzwzwQ==,10000,76.278375149,40000,40000,34331,34331,0
mPx7KyTW0Jp2JBf2lXIm7A==,5000,40.85902031,42500,35000,38334,57501,0
dpZXI0ijOfda2rSdaR1B9g==,50000,57.688769414,293333,150000,316013,316013,1
DdD0+PGMvpD8Cqb5T7KeJA==,20000,87.600955794,93333,130000,95787,95787,0
e5pGjGyAPcSPJCVCT6/WKg==,35000,49.988052568,153333,20000,155115,155115,0
3Hd1S5wO4pjUUjOUAk0xZg==,50000,71.785543608,963333,1230000,965457,965457,1
4B6T4JBa7nteuKbaac11ZQ==,10000,47.269414575,40000,20000,42886,42886,1
7fJF3AnS7YWKt0KSNPcHYA==,50000,25.633213859,450000,400000,42233,63350,0
gOYaptEA3RVXLFhWPulIkQ==,5000,47.794504181,26667,40000,19998,19998,0
E8JnWrjXgsfN7yrlhhYtrQ==,50000,98.817801672,676667,510000,707950,707950,1
37aZhkyCUdkWpggNIGlGBQ==,50000,76.043608124,400000,500000,393933,393933,1
Sy9A0QGQVEPlMnXtmoTuZg==,15000,30.600955794,56667,70000,53167,53167,0
zXDANDPQNp1HRQRJ+P9f/A==,40000,32.94683393,183333,100000,165482,165482,1
6TXsNo0JQzxzJmLaDxh0dw==,50000,150.979091995,290000,400000,291695,291695,1
1FFoACoqgFkxNmqg4zh77A==,50000,87.85902031,283333,250000,285621,285621,0
TVNPSwDhP2iA1BNV9iX/fA==,40000,24.333930704,200000,150000,224709,224709,1
2Zrg30JxLcyY44EJKTRU8g==,5000,40.342891278,33333,40000,29399,29399,0
oVULmOD9odSZ9NGU1we2gA==,45000,24.753285543,256667,300000,290794,290794,1
Z6/2/lk/vyTRIYQTfhdVMw==,25000,118.536439665,100000,100000,111768,111768,0
l7lZQyvrogGhV8WG+0tgNQ==,50000,97.94683393,400000,400000,302472,302472,1
yXl3h9X24fHTMo8xToBrwg==,50000,133.591995221,333333,150000,340156,340156,1
W3d2z9cqQSl58i9TOpAy/A==,35000,100.108124253,153333,190000,152405,152405,1
B7Re22BdvxoJVa7rtzDQXQ==,20000,34.108124253,83333,60000,83335,83335,1
tVC2Kp6xYC2NYW4AYmYnCw==,30000,28.891278375,118333,5000,126600,126600,0
q6CbpPQui79A478ZbIY9+w==,15000,93.181600955,105000,110000,67565,67565,0
oOfBflDludQwevYG+j5JQw==,25000,78.979091995,106667,140000,119351,119351,1
vRySxBe0i+vOnMYaIHNlqw==,40000,75.237156511,196667,170000,197859,197859,1
TV5q8gzIdBz/WYvu5VpHLQ==,50000,74.140382317,353333,260000,370501,370501,1
5n3zWc9AE6tkJrMjiOXo/g==,30000,145.633213859,133333,100000,127742,127742,0
X0KNtx5NnSsZnoNkzUAcyQ==,5000,31.181600955,20000,20000,15029,15029,0
TPAnaOQzDa0HRHd1dOra9Q==,45000,69.075866188,248333,160000,270812,270812,1
poccormOAEy5Ip8w+LvMQg==,25000,30.495221027,103333,120000,90530,90530,1
emFaSIaAR5E++wtXTn5kaw==,35000,25.108124253,235000,250000,157698,157698,1
rQQvdusILZUoIaV8zcZBxw==,25000,91.342891278,150000,100000,109957,109957,0
m8fp7WxMigYcsD6KCvUClg==,50000,74.204898446,313333,330000,263910,263910,1
Zt+ZxBwH8fTRA5qnfdkYKg==,5000,32.600955794,33333,20000,36220,36220,0
9YPlN0M0jsoDYkXAs8SwKQ==,10000,77.65651135,40000,40000,65100,65100,1
syhBH+bVJUuPqp3CW2/52Q==,30000,140.591995221,123333,130000,100566,100566,1
OthDPJgfhcZ6qe2T4QNT0g==,40000,88.172640382,173333,200000,181673,181673,1
PyxBKrIKf1Jm/IhIA5ae0g==,10000,71.310633213,40000,20000,45398,45398,0
FnQx4iJoYZF5/uJg4d1FtQ==,40000,45.600955794,166667,140000,160249,160249,0
yuHWB1q1A1jWlHvlbxuCHw==,15000,26.342891278,60000,60000,72257,72257,0
h6j8nHAg+/lfLkEuCI2ZvQ==,50000,48.527479091,290000,400000,255645,255645,1
isHHf8Ug0+YQhzsqGQWzoQ==,40000,116.817801672,173333,180000,180098,180098,1
pet0uDwcGb3Hfh5x3CoYfg==,45000,25.65651135,233333,290000,222311,222311,1
q9xvG0atsa578ENjM2r/aQ==,40000,39.721027479,220000,200000,227290,227290,1
1rljYaNDtTmhfLoifD3uPw==,25000,106.624253285,100000,110000,103875,103875,1
ixc3wMkxB3XgMcgCEn1Wlg==,20000,52.955794504,80000,60000,79916,79916,0
8lPWZNPLB0l+yuGKzVSDbA==,20000,25.366188769,96667,170000,88997,88997,1
dSh97TG2wgWi17MP5z0kcA==,40000,51.559737156,310000,520000,202753,202753,1
BM6/2EVGeHefJG90fbGIFg==,40000,54.108124253,206667,250000,221130,221130,1
7U7e0lUk5eMIm585FjwnqQ==,35000,37.527479091,140000,230000,140001,140001,1
+LGm0QD+q0COfQNb1p45ag==,10000,29.342891278,46667,80000,52305,52305,0
3De/F63oBGYol6vebTVjig==,40000,58.269414575,200000,220000,180625,180625,1
S/jh2oE6tZ6P3oru8X+QdQ==,50000,170.30167264,766667,700000,755535,755535,1
/T++Tu4UmPkxsCWZ6wGSNA==,5000,61.624253285,33333,40000,35814,35814,1
5gM2fD47HCXUT56I1ttttw==,35000,77.462962962,156667,200000,161935,161935,1
L7lsVZBISZcXc2LiSoPdDg==,25000,136.591995221,106667,40000,123887,123887,1
Z7HVdEZiwgO8lkmEYePsgA==,40000,133.914575866,210000,370000,184216,184216,1
iEaf7US673nTkgDIc2ISgw==,50000,145.688769414,750000,1000000,714440,714440,1
BpoeDdGnYsTDQcoGPFRnjQ==,25000,29.075866188,113333,150000,143212,143212,1
RS4HSwOqEtVDWFYM3w+eDg==,5000,54.310633213,40000,60000,32729,32729,0
n2o0UMvx6n6+MzBF+Y5XSQ==,30000,36.075866188,116667,100000,116126,116126,1
0Fpseyl3ikoERdt/T+q6+g==,50000,74.624253285,266667,300000,318328,318328,1
XY4e+aPCQjM0atqPbMnGqw==,50000,77.591995221,430000,460000,435619,435619,1
4AwPRyYT7C6Ndp/D1LTMSA==,10000,29.794504181,53333,50000,53842,53842,0
dt/yem3uBXLP/kDSUmv0UQ==,50000,75.237156511,1033333,1150000,1022417,1022417,1
cs8L+U/r470T8S/tXOIgew==,20000,40.181600955,125000,100000,129435,129435,0
U8KGXHJ29oYq/3ZZzI+JEA==,40000,121.237156511,180000,190000,170662,170662,1
x1f4WZQLzy96OvdIrFO5EA==,5000,26.043608124,25000,40000,20989,20989,1
WonlOarV9AX4FcmXKfMyqA==,10000,73.979091995,43333,60000,48874,48874,1
5LzTksbcwu+REaHP8vqpYg==,10000,45.665471923,75000,50000,43866,43866,0
IwzD6vuWXAOUPBWVU/Xv6g==,50000,68.850059737,300000,250000,305227,305227,1
aO62Z1WmlkAlriKxX6eVQg==,20000,101.923536439,86667,60000,86669,86669,0
ndlhP3NgKsSUoJceNsKjag==,50000,112.398446833,283333,250000,281204,281204,1
E7+ZxhrqSP1AoGPzBvPJYA==,10000,32.21385902,38333,15000,49773,49773,0
8hU4XXfUyukbMFJdpGqBBw==,10000,23.149342891,75000,100000,69169,69169,0
PXTfO/7L49fBr4Ka7KPkRg==,50000,30.94683393,266667,340000,283331,283331,1
snaozA5mcRhGcy2RYukM2g==,10000,32.375149342,40000,20000,49993,49993,0
7xgEFKeA9cEwBeaoL0zQ8w==,30000,115.762246117,130000,110000,134671,134671,0
MmsQNCfyKWC4YDmArknhFA==,10000,24.729988052,50000,40000,52061,52061,0
4PAZZbJQ7kgkyFSy53+CWw==,25000,54.342891278,100000,100000,99417,99417,0
zZZ1IwflgdL++nTeXMzqBA==,25000,89.043608124,106667,60000,131970,131970,1
FHJD8+rP8SZaIiZKmBi8gg==,45000,86.914575866,233333,100000,219562,219562,1
N5n8kOL4D9ExQK0dAS2CJg==,5000,58.591995221,100000,100000,28597,85790,1
AEKeazEqL95ZGLSlahWV2w==,45000,95.30167264,223333,120000,205505,205505,1
PIc9QqGUai3u+wD4x8ZQ6A==,15000,23.342891278,60000,100000,55234,55234,0
SrHKio5bje7ChOzxlj0lzA==,20000,23.471923536,90000,130000,91912,91912,0
PceECXokc7dWyYWPOwl2Uw==,5000,45.794504181,26667,20000,29334,29334,0
bia9Yym33mGyoFZGnyENwA==,5000,136.633213859,30000,40000,43252,43252,0
aWdUj23G1QrQv6V7NOfwWQ==,40000,51.269414575,310000,300000,245938,245938,1
+yIZY+rclGQeY8yq/XL8mw==,50000,113.914575866,550000,750000,501106,501106,1
YTZIlQluDA80YYjwg3crLg==,50000,64.237156511,406667,800000,363446,363446,1
AE7wIb0ZDWa3mWrsSgdGMw==,20000,24.697729988,130000,180000,81840,81840,0
y2a3oXuV7m4SfLlRB6w0Vg==,25000,79.817801672,106667,150000,104432,104432,1
I3atlNxsDxvmYa70fSBGmQ==,5000,57.826762246,26667,40000,22483,22483,0
UTqtylZQs+fd+qRMPzuiMg==,5000,27.278375149,90000,90000,18767,56300,0
aX5mgYAUzPgcrtsJKqXRhg==,35000,189.94683393,153333,170000,151746,151746,1
4UnEKVu4oonFHOvjGqh2gQ==,5000,42.85902031,20000,20000,37190,37190,0
Y5EfjdnqYrMSMWQDsdjbOA==,10000,32.891278375,40000,40000,35981,35981,0
kqp6EmK9ypXf5wep0HGf9g==,30000,24.278375149,123333,100000,126880,126880,0
S/oBoDhE9LEVPEYqUKUq3A==,50000,149.043608124,583333,600000,571320,571320,1
339REc2BW+ximE77X0F3hw==,5000,63.762246117,42500,5000,37467,37467,0
QNgb+zksXKwgAD2skNkqwQ==,50000,41.785543608,2550000,2500000,2591666,2591666,1
bPPcfGISOcYFMZu+WtvoJA==,40000,89.269414575,186667,200000,177470,177470,1
oXbAD2Isdu54P2iAhqeupg==,15000,50.85902031,76667,40000,80561,80561,0
lDc+iUrSI5qYGDNU8JVOfA==,25000,31.729988052,100000,100000,87061,87061,0
IcS9gYSjD4jKRS8B6EWucQ==,10000,64.310633213,46667,50000,56667,56667,0
fRXuMJQQU/qBMy19/Ex9wA==,50000,63.882317801,346667,580000,318211,318211,1
DV76L0+/DBaBlU551klTcQ==,40000,24.366188769,173333,240000,167676,167676,1
auTut/FA88Eve3DYoa8HYw==,20000,134.342891278,83333,100000,91152,91152,0
xTRHRsmpvsvzRWB9jm0atQ==,50000,27.721027479,803333,600000,803509,803509,1
Kd8ag/7C6ovskj1J2D/M4w==,25000,87.172640382,100000,100000,125591,125591,1
K/KT4BBYlR8eL86s279E3g==,20000,27.21385902,93333,100000,95011,95011,0
22eVOfOqYxTPEzZimz2GBQ==,20000,46.665471923,96667,120000,86058,86058,0
NAug5+frRyycolKAXNnPgg==,35000,46.785543608,150000,180000,155824,155824,1
1qEnHxORUgvb9+NBt3GizA==,10000,87,40000,40000,40006,40006,0
Ik7RM2aWxR/Zka1aeY+1/w==,5000,100.600955794,60000,60000,17292,25938,0
AwKcerUDKM1tZthoS37rmA==,10000,25.375149342,50000,50000,53324,53324,0
CotJOO4ac2bovZn0a9aiIA==,25000,28.721027479,106667,70000,155658,155658,1
zo64UcMKhs3ycPWBndFB6w==,15000,27.21385902,63333,100000,69509,69509,0
xldCm9tbVNg25AszNn7l/w==,50000,139.30167264,683333,850000,691142,691142,1
oLUFAAOb6oLusEIKu6oKHA==,40000,85.624253285,200000,170000,188941,188941,1
uzAoOtw2LaUcOjFrxMuxhg==,20000,22.697729988,145000,200000,106056,159085,0
zG/ecZo7C149StVwU6g/1A==,5000,55.237156511,33333,60000,29666,29666,1
AEW7E+P8pDOltJHT2k4DRQ==,50000,43.65651135,346667,450000,316937,316937,1
fyzkXVWalTDb+WR6ynq91g==,50000,45.65651135,506667,640000,512125,512125,1
1zjPIgBxpX/fsZ4Kk6MOAA==,15000,24.729988052,66667,80000,63193,63193,0
/koufhU8696J4/huMM9WAA==,40000,26.140382317,200000,200000,172513,172513,1
aFn+Lpdw59uCda2t0jIUXA==,50000,26.462962962,756667,850000,876578,876578,1
rwUJgNNZqvQXVYSudUetpQ==,40000,163.462962962,183333,150000,188818,188818,1
NhtkDLA/0xYyc5ZuilOZlQ==,5000,27.697729988,30000,40000,20001,20001,0
pegGl/PKqhgaTjYmFJL9uQ==,15000,26.85902031,66667,100000,93499,93499,0
RiqD+vWIMziRWAoZrNN/JQ==,50000,54.108124253,866667,850000,779518,779518,1
7QEWkSLRXP+JuXJ1MUAbxA==,40000,112.398446833,190000,220000,179810,179810,1
oFQk0W6z5csHMURPVI9xrA==,30000,141.439665471,130000,180000,128524,128524,0
JCpEiNCqr/1az8AQwKrRdA==,50000,132.30167264,633333,710000,652621,652621,1
Lp8NmnrRl6iUlN4FfSRisQ==,50000,111.495221027,950000,670000,936907,936907,1
DXQJs92GeERi0JwuTvv/kA==,30000,74.697729988,133333,260000,132537,132537,0
VQhtnM5y94hujHqn0ruadw==,5000,157.21385902,26667,20000,30944,30944,0
wulAdLm/+WbVaBuHSJACNg==,50000,62.729988052,353333,500000,295133,295133,0
0AFQvsuKWCqfnAVzKGHkyg==,5000,30.149342891,26667,40000,26664,26664,0
eChWOUGo/PYWCBQZxnuGag==,35000,43.30167264,156667,20000,159269,159269,1
s3/NNB+ERiaDJu1Kao91ZA==,30000,23.30167264,123333,210000,115013,115013,1
Lz/NFS2M8et828sb0Pmxvw==,5000,96.955794504,30000,20000,22531,22531,0
FwrDeiAvzPxd29pdRsQy3Q==,5000,26.181600955,26667,40000,22766,22766,0
3lLJ4UQal4JD7DHwqP4ZXQ==,25000,49,103333,250000,102341,102341,1
1p2ZY08fdJMVyfCXK4CaMA==,50000,67.043608124,1333333,1400000,1329364,1329364,1
394XQWpTKHrAcG44X3ihPQ==,50000,34.430704898,270000,200000,269200,269200,1
s9d5JQaY15mhCDlmgnrjIA==,35000,71.462962962,163333,120000,162580,162580,1
dJN3nx7QeU67yBinluUX7g==,50000,58.108124253,303333,400000,273294,273294,1
KvWTpFsiPz3glgJDWoW1Zw==,50000,92.633213859,333333,450000,358243,358243,0
LNkubYScFYxHwRcTJCa4Kw==,35000,96.043608124,150000,70000,145941,145941,1
RlOePXNoAjmIaXQ5L/YFzg==,30000,36.075866188,120000,150000,90652,90652,1
36GXueYrIV5kum2hH/YdvA==,15000,42.729988052,73333,60000,72259,72259,0
AEnZihgFS516yatGIqqW0w==,15000,46.794504181,110000,150000,82952,82952,0
1jjT4U2nlWowFxbSrhrbTA==,35000,52.794504181,143333,130000,148822,148822,0
gnSHd6xdXnYgJmvFFoLawA==,10000,22.826762246,70000,20000,50575,75863,0
URb+98JbRPF5Z3AfPAAnqg==,10000,134.633213859,50000,50000,49987,49987,0
6xfAJ8+d7paumVij3k/SgQ==,25000,88.043608124,110000,140000,116124,116124,1
z+4fhjStW9fQvbqazXT7SQ==,20000,32.407407407,145000,270000,108586,162880,0
jO2jKeM8cIfQkXJSPake1g==,15000,26.181600955,95000,100000,70000,105000,0
iQvxIITPmCSd/0bQp0R2Xg==,35000,92.785543608,160000,100000,216178,216178,1
6LOFX0nyINUQoeZVsVI0/g==,25000,25.697729988,100000,100000,85206,85206,0
IOygdBvVBMeSbGmHaN4u9A==,5000,29.794504181,60000,60000,22666,67999,0
Loh/BCgvwTc9TS4yQtbd+Q==,45000,121.398446833,246667,210000,259499,259499,1
lh/Im9D8qLRjwbNZ5t1kNw==,35000,50.075866188,143333,160000,156174,156174,1
dS1o3UTKWg9Uh7UtAfHq6Q==,10000,39.633213859,60000,50000,40008,60013,0
rHZ3aAChRNP7U+cRv0iQrw==,50000,30.979091995,430000,310000,457139,457139,1
PeivYkZiQ9Bo5yzhsoN/pg==,25000,24.559737156,100000,200000,67637,67637,1
8V5KWx+5efvJj715TBudGw==,10000,27.955794504,77500,5000,54331,54331,0
yU/gRJrNy3/cKPKRgLl6CA==,40000,113.753285543,220000,250000,231821,231821,1
AaZAQ3Mp5HaLoyQpePTGZg==,50000,179.269414575,656667,700000,631222,631222,1
ixctzNKBczJuoMcIsf9Y0Q==,10000,148.398446833,50000,50000,54602,54602,1
qmSHIGZrWFpRFOqzmjG6xA==,15000,24.633213859,60000,70000,60111,60111,0
2uEjtROC3WF9NkgFxuVTgw==,45000,164.729988052,350000,400000,225469,225469,0
mVkwEwUuQY31IHY7Cli2AQ==,50000,23.850059737,786667,400000,790852,790852,1
Kar6R6LjCpYeLAOlXW52Gw==,5000,123.826762246,33333,40000,38369,38369,0
NyZTULKztMBYunu28NobeA==,40000,181.568697729,166667,160000,191662,191662,0
SGv3Zu87vV5CrDMDi5n4tw==,50000,115.665471923,600000,700000,595373,595373,0
W/qR7/rut6wAB65XuJfEoQ==,50000,41.688769414,843333,980000,825272,825272,1
gB4AWscWqcw0RSIaEAAR/A==,50000,121.850059737,800000,1000000,738632,738632,1
sw41AGFNhQFL10SjKxT49A==,15000,26.762246117,73333,70000,73327,73327,0
Z8OPAjNpZjj2WYyUVtI+Zw==,50000,75.204898446,546667,290000,561797,561797,1
hj1h/71PVnigLt7NJ2rQTw==,50000,113.084826762,390000,420000,389973,389973,0
Mu8/woKiH/7mCRTrmqK5jw==,15000,77.665471923,76667,50000,76837,76837,0
+l6plmdvL1B/nt6esJ9wYA==,10000,27.729988052,70000,20000,46699,46699,0
AZSnIJyq/AvOBagvNbEEGA==,50000,27.140382317,296667,400000,318816,318816,1
VAFDpa+Ifrp4BDdMRm+Geg==,30000,57.30167264,136667,280000,114181,114181,1
OLCjYZ+vcI+3UViXrk60jw==,30000,133.850059737,133333,100000,76810,76810,1
zZ040+Qr4PUPSlAUTMsyZA==,10000,112.495221027,75000,80000,109930,109930,1
TsUwPbkXkjYV0dltBI7CsA==,25000,23.697729988,150000,150000,89514,89514,0
TBZeGLTpa8Vx23PUdWtF6g==,5000,152,55000,10000,52440,52440,1
HbiJ2uQ914ex/etWsraFPQ==,15000,81.246117084,66667,90000,62830,62830,0
8AsldYzlgqIfJywU23jRSQ==,20000,25.785543608,90000,100000,117789,117789,1
aQ3oGdmhEIMYa940/Rsxuw==,50000,139.527479091,600000,600000,480123,480123,1
b8oTEbGrQqNd07goqaJ0mw==,20000,73.665471923,83333,50000,97302,97302,0
yo2tihh7aKJ3ZVf9XPEFWA==,5000,100.688769414,25000,30000,25962,25962,1
Rc4Z04uCi/ROouBFrZX2OA==,15000,32.181600955,66667,20000,66702,66702,0
LYRzM9Ktifef4pVBrvKphg==,50000,27.753285543,533333,710000,530555,530555,1
L53Ox1NIaxyN3p5l4wuq+g==,10000,50.117084826,40000,60000,32733,32733,0
a/jl/70URAf1WpBC6Cv3zw==,20000,95.333930704,96667,100000,94440,94440,1
vmSMcOr7pe6FzmKn7Ekkdw==,30000,48.495221027,133333,100000,152885,152885,1
iGIUJVeUd078NRVHy1VDkA==,20000,71.30167264,86667,70000,89783,89783,1
6WemsyF4DttsUZy/RQMvHg==,30000,25.591995221,116667,100000,109132,109132,1
yS8xZHgeq9nmtpCDYi1vrQ==,50000,43.817801672,713333,880000,701482,701482,1
JCU1G+ZUgh7livgqnWlVsw==,50000,56.172640382,446667,680000,432253,432253,1
ZnHf7bnw49cIofg6vEkY6w==,5000,47.923536439,36667,40000,36113,36113,0
jB9zN4PDWoounetZaXqq/g==,15000,26.721027479,63333,120000,63678,63678,1
HR6l2Qf35E/8GdbAMV3FPw==,30000,50.794504181,205000,260000,166675,250013,0
h6I4k6j3MnHPlJ4YVohArg==,50000,61.624253285,313333,350000,310485,310485,1
Bj7cpQJFN24Y3p0FLCeVmg==,5000,23.471923536,33333,40000,30819,30819,0
np8aXakoHdPL8Nq7t7g58Q==,10000,64.633213859,43333,20000,43537,43537,0
aih9MRnkGSejWMr33zCfAQ==,30000,53.697729988,126667,190000,102289,102289,0
8MYKXLt4vx4z5Ll6AO1O6A==,35000,56,153333,40000,136304,136304,1
89I7GCdrLSsnW79xAqjcUw==,40000,147.633213859,193333,200000,213653,213653,0
6DyyF2Rp2kidnIF9dwoyiQ==,35000,100.591995221,150000,100000,197275,197275,1
bBOnaxFyb1bm5rSTtjS+yw==,50000,112.398446833,803333,780000,785351,785351,1
x8BGp775nGQ+5nmK0BPk2Q==,30000,168.794504181,130000,90000,126360,126360,0
ltHOf9Lmj7NrhoU9lF+klg==,50000,114.559737156,423333,210000,399332,399332,1
qQKXvNPUo6FaHKdY3dZHCA==,50000,67.729988052,566667,600000,677787,677787,0
rQIpom0YS6WUNGqV6LxKVw==,50000,97.591995221,436667,390000,422976,422976,1
LlRvrs7L6dThDZsTBd4JcQ==,50000,78.785543608,666667,750000,680575,680575,1
C+8aP0SuvSmjiZZmqo9MBA==,50000,163.398446833,401667,290000,419859,419859,1
wbvYwvSzwWxgaN1flj0gGw==,50000,33.495221027,306667,350000,314339,314339,1
CZXE9FYepfW/pf0dMg0EpA==,25000,27.181600955,100000,100000,110993,110993,0
maR91l6ir/CMIpSFVYQuYQ==,50000,132.269414575,383333,400000,311720,311720,1
6uj1aFuuFh0ZyaKtWqlUNw==,35000,147.430704898,160000,160000,158711,158711,1
lYzPSLLyOZI3PUhKBQb10w==,40000,129.785543608,173333,180000,190170,190170,1
/Yaj8lqBGt/pyN/afVa6Hw==,50000,55.591995221,266667,300000,301441,301441,1
5vyGyWAk6TViwKnWZBw4lQ==,20000,112.794504181,145000,140000,105536,105536,0
uIKEZRYO+y8xYNOrWIS5Cw==,15000,36.149342891,63333,90000,59329,59329,0
cXRcMJwN5NxiEnm5j2kPjA==,35000,123.075866188,225000,250000,187747,187747,1
rrcfsIzgiyFf5JmPvLX3PQ==,30000,53.729988052,126667,110000,133934,133934,0
wOrg7lySL4wBSi0YyXN14g==,5000,42.5041816,50000,40000,40074,60112,0
RChGlqXsnCflQ/eBkXDz1A==,15000,30.923536439,76667,110000,78867,78867,0
Cm4xQey0SToHsEItIAhU+A==,40000,43.108124253,200000,190000,197266,197266,1
qmvrGzSzzijXf+46RP8DDQ==,40000,51.237156511,216667,200000,205767,205767,1
M9JdNO/P0/hv+wZxJDVblQ==,40000,126.882317801,206667,200000,224998,224998,1
ezqwS4TWIn1vZiDx+HAlSg==,15000,139.665471923,66667,50000,66388,66388,0
6yErK/z+RRx7Z1jJs6zU7w==,15000,22.94683393,102500,150000,58734,88101,1
axf34g8N4zZGg3YumPTimA==,20000,24.407407407,80000,80000,75752,75752,0
pCbStkIw5fNv7TlfBv4ikw==,5000,47.310633213,26667,20000,35522,35522,0
rxhqAvrVv4VU1R2dBNUUNw==,20000,27.891278375,96667,40000,101106,101106,0
Rf498siLCJ79UP8pOG7EUg==,40000,168.30167264,190000,250000,189049,189049,1
3JltLvrDtPpzRlimfd+jog==,50000,131.882317801,310000,280000,327220,327220,1
HS0kMBfdNMxsUDi884N1+g==,50000,141.979091995,296667,300000,310311,310311,1
